SKU_number	MarketingType	ReleaseYear	PurchaseAmt
612535	New	2013	40.63
864675	New	2014	41.89
865464	New	2014	4.82
3802570	Original	2014	17.31
639730	New	2013	7.24
865507	New	2014	11.12
1970166	New	2014	25.44
893301	Original	2014	40.47
535259	Original	2013	38.87
862424	Original	2014	42.19
557028	New	2014	69.83
3633810	New	2016	0.00
909506	New	2013	4.70
1932578	Original	2014	21.09
612757	New	2013	28.90
2089429	Original	2014	8.76
595232	New	2013	24.15
1961406	Original	2013	18.49
612466	New	2013	19.24
685942	Original	2013	7.95
1452761	New	2013	7.22
1929987	New	2013	53.61
892918	Original	2015	31.58
1954154	Original	2014	13.18
658082	New	2013	9.93
862281	Original	2014	37.89
1979896	New	2013	29.81
637543	New	2013	99.53
538561	New	2013	32.24
1781328	Original	2015	44
905239	New	2014	24.49
534728	Original	2013	30.58
1942146	Original	2013	11.3
1834786	New	2014	14.46
664290	New	2013	19.37
1959214	New	2013	87.33
2105406	Original	2014	0
544982	Original	2013	33.99
911711	New	2014	15.85
2089208	New	2014	23.54
2088314	Original	2013	25.39
536407	Original	2013	66.49
621000	New	2013	24.09
870911	New	2013	35.08
3513249	Original	2016	54.94
1455494	Original	2014	33.73
2167936	New	2013	18.30
538557	New	2013	4.22
867566	New	2014	4.59
3717510	New	2016	53.09
2079677	Original	2014	16.25
889011	Original	2013	42.81
612753	New	2013	33.43
2968637	Original	2014	39.88
2264380	New	2013	25.42
663751	New	2013	39.67
1781265	New	2016	22.60
610435	Original	2013	52.49
664948	New	2014	46.58
2105352	Original	2013	3.99
866352	Original	2014	11.37
2109049	New	2014	17.68
893423	New	2014	9.49
2110659	New	2013	11.61
1711997	Original	2014	8.99
610179	Original	2013	0
541406	New	2013	45.92
612352	Original	2013	41.86
1581613	Original	2013	33.54
664743	New	2013	54.92
652342	New	2013	21.31
864711	New	2014	24.78
702375	New	2014	0.00
2193187	Original	2014	0
867602	New	2014	33.29
660735	Original	2013	63.04
915305	Original	2014	21.98
898636	Original	2014	4
2077624	New	2013	22.37
649626	New	2013	18.14
904238	New	2014	15.58
2109092	New	2013	0.00
862109	New	2014	36.66
652415	New	2013	41.65
686560	New	2013	14.09
600755	New	2013	7.98
1535881	Original	2013	33.28
1780910	Original	2014	10.95
544521	New	2014	40.98
157591	New	2013	29.40
539456	Original	2013	15.53
545739	New	2013	27.02
1470880	Original	2013	17.74
1718323	New	2013	25.46
868264	Original	2014	42.34
872547	Original	2013	53.8
542624	Original	2013	25.33
1768986	Original	2013	27.98
2041696	Original	2013	8
538525	Original	2013	5.97
525609	Original	2013	47.52
1829171	Original	2014	0
644384	New	2013	18.66
2167686	New	2013	7.01
1456115	New	2015	25.99
603483	Original	2014	29.96
544474	Original	2013	13.58
576783	Original	2013	4
1715853	Original	2013	27.83
2170253	Original	2014	18.5
1918215	Original	2013	12.98
1480544	Original	2014	23.33
866664	Original	2014	48.96
898964	Original	2014	0
906814	New	2013	30.24
867091	New	2014	61.66
660777	New	2013	23.74
706315	New	2014	38.75
612473	New	2014	33.93
881430	Original	2015	36.62
612267	New	2013	77.92
612674	New	2014	23.54
663311	New	2013	14.47
1779048	New	2014	29.17
864750	Original	2014	38.99
637613	New	2013	51.72
545771	Original	2013	22.99
1483190	Original	2014	5.19
3143365	New	2014	32.58
866979	New	2014	28.57
880684	Original	2014	135.9
612608	Original	2013	30.25
620505	Original	2013	33.92
3763463	Original	2016	47.86
2028712	Original	2014	19.76
633746	New	2013	7.70
2216084	Original	2013	10.83
862006	New	2014	7.52
618140	Original	2013	25.79
1778027	New	2013	88.58
658050	Original	2013	57.66
632049	New	2013	5.92
1475895	New	2013	42.17
899069	New	2013	32.24
1471167	Original	2014	28.77
861695	New	2013	60.48
880550	Original	2014	153.91
544803	New	2013	10.58
3882976	New	2013	15.68
1733754	Original	2013	4.73
2085175	New	2014	10.38
266234	Original	2013	34.26
2065497	New	2014	21.69
1768251	Original	2014	28.94
544774	New	2013	5.31
1696954	Original	2014	9.88
658128	Original	2013	20.66
647637	Original	2013	16.9
880429	Original	2014	116.85
621890	Original	2013	8.83
660798	Original	2013	27.94
1718602	Original	2013	32.16
2079679	Original	2014	21.9
1939104	New	2013	5.03
2168677	Original	2013	41
1498524	New	2014	24.32
877486	New	2014	78.88
1780146	Original	2014	0
2293063	New	2014	0.00
867752	New	2014	53.84
538459	New	2013	15.49
887060	Original	2014	79.08
862020	New	2014	39.62
545741	New	2013	48.07
527158	New	2013	23.63
2115162	Original	2015	28.55
1724684	New	2014	9.66
3830873	Original	2016	10.51
1557069	Original	2014	40.04
612408	Original	2013	28.98
1483278	Original	2013	0
1930781	New	2013	6.59
3717862	New	2016	39.72
639731	Original	2013	12.73
2167232	Original	2014	47.68
1701545	New	2013	36.28
889099	Original	2014	61.91
1866756	New	2014	15.39
2108863	New	2013	0.00
663576	Original	2014	19.42
1455860	New	2015	0.00
649580	New	2013	38.66
876843	New	2013	94.18
2060623	New	2013	19.91
1989617	Original	2014	18.94
658051	New	2013	46.72
1437579	Original	2014	10.51
1626071	Original	2014	18.87
675443	Original	2013	4.64
655107	New	2013	0.00
538452	Original	2013	35.81
540838	New	2013	15.90
540834	Original	2013	4.32
870885	New	2014	44.09
685929	Original	2013	19.39
1780875	Original	2014	16.1
1942347	Original	2014	6.32
1433875	New	2014	6.26
2226080	New	2013	20.62
1925528	New	2013	34.74
1630911	New	2015	0.00
1927273	New	2013	6.86
1706873	Original	2014	21.18
2100816	New	2013	4.08
2144472	New	2014	39.48
620472	New	2013	12.57
911663	Original	2014	8.3
1465112	Original	2013	43.62
635582	Original	2013	24.43
544593	Original	2013	4
3634025	Original	2013	17.07
3741594	New	2013	29.09
576783	Original	2013	5.46
862258	Original	2014	45.39
1583066	Original	2014	20.68
1814910	New	2014	8.52
872480	New	2014	49.33
1762618	Original	2013	34.95
1783541	Original	2013	25.98
2088329	New	2014	19.78
1735213	Original	2014	7.98
1590434	Original	2014	5.98
1996939	Original	2014	11.94
613246	Original	2013	4
540690	New	2013	27.44
1890987	New	2013	22.22
637537	Original	2013	19.5
610063	Original	2014	51.02
544788	Original	2013	53.74
1958207	New	2014	19.71
2081977	New	2014	12.01
858275	Original	2014	42.73
861685	New	2013	21.35
1780417	Original	2014	12.44
2151831	Original	2014	31.55
540976	New	2013	21.13
865428	New	2013	8.97
862333	New	2014	16.46
881584	Original	2014	143.72
2021546	Original	2013	10.75
1508503	New	2014	8.36
887084	New	2014	22.40
688494	New	2013	32.15
1836026	New	2014	9.31
1993914	New	2014	5.30
646308	New	2013	30.99
1827280	Original	2015	57.31
540773	New	2013	32.70
1446656	New	2013	33.96
1638713	New	2014	11.84
612618	New	2014	133.87
1438459	Original	2013	15.94
652429	New	2013	12.78
2018230	New	2013	16.66
1478416	Original	2013	0
541372	New	2013	38.60
646881	Original	2013	8.96
1477866	Original	2013	31.51
2281129	Original	2014	0
1498958	New	2014	21.54
1437589	Original	2014	21.18
1544263	Original	2014	30.33
612618	Original	2014	22.84
1702288	Original	2014	12.02
873739	Original	2013	0
867083	New	2014	65.98
1506671	New	2013	12.02
917842	Original	2014	28.04
639667	Original	2013	11.48
2095817	Original	2014	37.77
3530999	Original	2016	16.59
1702474	Original	2014	21.7
2089772	Original	2013	18.69
660718	New	2013	10.13
1780115	New	2014	38.32
924331	Original	2014	69.29
1856798	Original	2013	0
3496322	Original	2016	36.32
3513345	Original	2014	21.91
612095	Original	2014	68.94
546004	New	2013	31.95
2103466	New	2014	39.67
1778177	New	2013	6.97
2167860	Original	2014	25.66
539397	New	2013	14.77
1936284	New	2013	32.40
1767378	New	2015	0.00
1768015	New	2013	0.00
1856908	Original	2014	6.96
896838	New	2014	17.37
663914	Original	2013	65.87
867252	New	2014	41.96
898871	New	2014	38.57
1483893	Original	2014	16.02
918049	Original	2014	28.99
664211	New	2013	39.18
1451558	Original	2014	0
682524	New	2013	19.83
663509	New	2014	95.27
875574	New	2014	65.64
2077836	New	2013	15.77
2109959	Original	2013	16.79
878810	New	2014	76.66
913664	New	2015	0.00
610410	Original	2013	6.14
1768294	Original	2014	33.75
1455998	Original	2014	24.01
892720	New	2014	10.20
535728	Original	2013	10.46
866647	New	2014	40.18
867413	New	2014	17.29
902240	New	2014	0.00
2082185	Original	2013	17.81
1928844	New	2013	26.70
664223	New	2013	8.48
657924	New	2013	24.15
906678	Original	2013	23.83
914837	New	2013	22.50
690075	New	2013	19.23
862081	New	2014	29.72
612794	New	2013	24.91
659065	Original	2013	38.99
1990823	New	2013	16.13
867939	New	2014	32.55
1826595	Original	2013	11.86
2174391	New	2014	30.66
609865	New	2013	38.59
913060	Original	2013	12.49
2103025	New	2016	17.10
664586	Original	2014	24.7
1780874	New	2014	18.71
627837	Original	2013	18.89
3803602	Original	2014	23.64
1757637	Original	2013	18.14
1494253	New	2014	14.93
2077131	Original	2013	48.99
664352	Original	2013	11.61
1925495	New	2013	14.56
612440	Original	2013	50.59
2107726	New	2014	26.33
637542	New	2013	8.92
1519017	Original	2014	0
2089470	Original	2014	19.38
867309	New	2014	39.97
1779355	New	2013	4.13
1779442	New	2013	0.00
2105392	Original	2014	7.79
3462759	New	2016	54.21
609965	Original	2013	32.25
1471101	Original	2014	28.42
2106782	Original	2014	13.97
1779234	New	2014	11.57
1938697	Original	2014	20.98
1886509	Original	2014	16.59
664341	New	2014	21.87
3598421	Original	2014	36.4
1684099	New	2014	23.60
2170900	New	2013	22.54
537492	Original	2013	5.7
1741877	Original	2014	0
1720911	Original	2014	15.96
2089043	Original	2014	15.03
2082168	Original	2013	21.47
1598264	New	2013	4.94
545681	Original	2013	6.98
1760998	New	2013	42.92
658073	New	2013	39.20
1935454	Original	2013	8.99
915685	Original	2014	28.72
1830849	Original	2013	23.96
1453230	Original	2013	11.99
3504405	New	2016	34.46
657940	New	2013	38.37
639715	New	2013	29.56
1826329	Original	2014	44.94
649526	Original	2013	33.24
1701611	New	2014	25.34
3731898	New	2013	32.19
2084059	New	2013	43.18
660871	Original	2013	8.06
2077853	Original	2014	20.09
1437467	New	2013	9.29
1779223	Original	2014	48.05
865547	Original	2013	0
914927	New	2014	35.01
1677918	New	2014	0.00
1969729	New	2014	21.73
655096	Original	2013	23.13
877541	New	2014	30.91
886705	Original	2013	38.9
1519016	New	2015	21.14
612433	Original	2013	69.75
910998	New	2014	40.05
2104028	New	2014	0.00
1958034	Original	2014	18.14
1823081	New	2013	38.54
862318	Original	2014	7.99
657924	New	2013	33.69
867699	Original	2014	29.98
2085196	New	2014	11.59
539505	Original	2013	4.29
1917188	New	2013	47.03
861499	Original	2013	29.09
1957348	Original	2014	14.34
2167233	Original	2014	27.85
2131901	Original	2013	34.59
1780385	New	2014	0.00
1517539	Original	2014	147.46
1932500	Original	2013	4.35
3529984	Original	2014	39.95
2089007	Original	2014	14.53
2163311	New	2013	25.17
3598542	New	2016	37.70
539378	Original	2013	26.74
652288	Original	2013	32.28
1780601	New	2014	0.00
546060	New	2013	33.08
544797	New	2013	68.22
2002696	New	2014	21.97
1946406	New	2013	14.04
544576	New	2013	6.39
660819	New	2013	0.00
1620611	New	2014	18.42
629100	Original	2013	4
1701588	New	2013	29.21
1528047	Original	2013	4
1833148	New	2014	25.46
646969	New	2013	58.74
1455948	New	2015	34.43
2094897	Original	2014	14.97
900656	New	2014	13.41
3809754	New	2016	9.98
1969972	New	2015	22.30
1696729	New	2014	19.44
1890988	Original	2013	19.67
2077823	New	2013	18.56
593912	Original	2013	22.71
1639780	New	2015	12.42
1759684	New	2014	30.64
1993625	Original	2013	26.93
673212	Original	2013	4.15
610357	New	2013	49.80
683591	New	2013	16.49
655050	Original	2013	41.45
735544	Original	2013	4
1508321	Original	2013	4
1918229	New	2013	19.68
1946441	New	2014	21.32
683583	Original	2013	13.66
1483278	Original	2013	32.14
673743	Original	2014	25.98
705930	Original	2013	12.13
868182	New	2014	14.79
2095816	Original	2014	41.83
1535606	Original	2013	9.57
2067907	Original	2014	20.08
875149	Original	2014	22.6
1437507	Original	2014	7.27
539277	Original	2013	37.18
198153	New	2013	80.47
538883	New	2013	4.62
890907	Original	2014	0
543943	Original	2013	25.46
1786056	Original	2014	0
861807	New	2013	6.55
2085092	New	2013	14.81
1856902	New	2014	0.00
861937	Original	2014	33.77
3829661	Original	2014	26.93
2084084	New	2014	18.59
875516	New	2014	144.12
688455	Original	2013	21.4
611903	New	2013	60.57
2135610	New	2014	16.45
1595609	Original	2014	20.22
612698	New	2013	45.31
875130	Original	2013	82.99
899247	New	2014	12.68
866758	New	2014	34.64
867206	Original	2014	58.15
644389	New	2013	44.88
534731	New	2013	18.83
663600	Original	2013	7.39
655159	Original	2013	28.02
867232	Original	2013	38.81
527578	New	2013	4.60
2143568	Original	2013	6.73
1518320	Original	2014	36.98
609875	Original	2013	14.28
642067	New	2013	53.92
3946222	Original	2013	55.94
627845	Original	2013	4
876749	New	2014	31.28
911750	Original	2014	17.93
1576689	New	2014	10.72
2082231	Original	2014	0
895194	Original	2014	39.81
535724	New	2013	20.04
544308	New	2013	10.10
1471421	New	2014	22.24
538235	Original	2013	41.68
664320	New	2013	47.13
2109095	New	2013	5.64
767954	New	2013	4.65
2238275	New	2014	21.14
865440	Original	2014	7.85
1462342	Original	2014	11.96
2101572	Original	2013	10.45
1978441	New	2013	21.97
881394	Original	2014	31.83
2103676	Original	2013	8.83
868527	New	2014	20.53
1973309	Original	2014	46.98
673879	New	2013	17.25
871807	New	2013	7.41
3829614	Original	2016	45.8
1938975	Original	2014	51.3
1779975	Original	2013	18.96
1575280	Original	2014	26.97
201795	New	2014	5.07
2084387	New	2013	42.20
867759	New	2013	59.93
2141180	New	2013	25.28
862327	Original	2014	16.48
1827038	New	2014	52.90
1535843	Original	2014	0
611940	Original	2013	101.14
880258	Original	2015	132.85
879344	New	2013	14.78
627857	Original	2013	6.28
541586	New	2014	44.68
3624119	Original	2013	6.21
1432939	New	2014	14.47
545040	Original	2013	22.34
1932556	New	2013	25.93
1688680	New	2014	38.27
652270	New	2013	20.92
3739809	Original	2016	20.83
3474207	New	2016	54.88
1535748	Original	2014	19.29
600690	New	2013	13.87
2104967	Original	2013	43.14
2168121	New	2013	28.91
2104570	New	2013	34.22
1566034	New	2014	6.95
875760	Original	2014	59.66
2159055	Original	2013	38.31
3743358	New	2014	39.12
3758327	New	2016	38.78
2027607	New	2014	45.05
544312	Original	2013	31.41
867761	Original	2014	47.85
2141086	Original	2014	12.52
2077128	New	2013	0.00
1476504	New	2013	45.50
627853	New	2013	7.22
633732	Original	2013	8.4
535817	New	2013	37.92
1927273	Original	2013	20.19
898810	New	2015	24.88
806148	New	2013	12.80
2039155	New	2014	30.60
660646	Original	2013	39
544385	New	2013	44.83
1936230	New	2014	5.77
1970111	Original	2014	3.99
542512	Original	2014	34.24
649549	Original	2013	20.98
910930	New	2013	27.77
3107031	New	2014	125.92
1673174	New	2014	24.57
1829449	Original	2013	28.47
1891095	Original	2013	25.17
543975	Original	2013	19.98
1437452	Original	2014	19.13
924453	Original	2014	26.09
2167234	New	2014	0.00
686586	Original	2013	11.49
544542	Original	2013	37.32
3806098	New	2014	23.39
868460	Original	2014	51.68
894879	New	2014	28.46
877308	New	2015	33.99
629110	New	2013	20.58
663776	New	2013	29.18
2066265	Original	2014	17.32
902941	Original	2014	22.7
3541748	New	2014	8.25
1680256	Original	2014	15.7
3623962	New	2014	22.84
862114	New	2014	29.02
612639	Original	2013	32.36
1693693	Original	2014	26.74
1698879	Original	2014	9.17
896868	New	2013	36.26
905444	Original	2013	43.48
1534880	Original	2014	23.42
657851	Original	2013	10.17
689578	Original	2014	7.36
1696751	Original	2014	0
535015	Original	2013	27.33
861609	Original	2013	27.35
1870762	New	2014	15.26
858367	New	2014	84.62
2111626	New	2013	42.42
545702	New	2013	27.80
635556	Original	2013	9.28
1518932	New	2013	6.66
1462110	Original	2013	17.36
2109150	New	2014	4.05
1716032	New	2014	20.20
1890890	Original	2014	15.48
621580	Original	2013	23.17
914396	Original	2013	21.94
751422	New	2013	58.07
612300	Original	2014	4.97
1697804	Original	2013	15.74
898698	Original	2014	165.17
612189	Original	2013	16.54
905441	New	2014	24.50
861796	Original	2013	33.99
1455484	Original	2015	157.76
1716612	New	2013	14.81
687949	Original	2013	10.92
1519078	Original	2014	36.71
861473	New	2013	33.76
1636905	Original	2014	22.89
2109122	Original	2013	4
2090287	Original	2014	24.92
544734	New	2013	5.29
864969	New	2013	19.12
689049	New	2013	21.60
2285944	New	2014	0.00
1451569	New	2014	0.00
861535	New	2013	49.81
912536	New	2014	11.85
639746	New	2013	0.00
663739	Original	2013	5.8
886982	New	2014	40.96
681594	Original	2013	9.79
861647	Original	2013	7.97
888947	Original	2013	45.95
1829186	Original	2014	36.98
3635060	New	2016	17.23
1552073	New	2013	27.98
544545	New	2013	9.76
2042065	New	2014	13.47
660837	New	2013	7.35
682026	New	2013	8.98
1598571	Original	2014	7.9
545855	Original	2013	25.59
1517772	Original	2015	35.74
892717	Original	2013	27.32
656382	Original	2013	51.94
862230	New	2014	35.61
878932	New	2014	84.32
646902	Original	2013	26.83
686632	Original	2013	13.88
683026	Original	2013	0
1938810	Original	2014	15.84
1634497	New	2013	39.99
2039561	Original	2014	16.27
1475689	New	2013	12.75
1479919	New	2014	41.49
635583	New	2013	19.68
887007	Original	2014	23.33
896766	New	2013	14.63
617028	Original	2013	24.99
865585	New	2013	108.31
1737625	Original	2014	10.98
876780	New	2014	89.63
612777	New	2013	25.46
612489	Original	2013	5.29
1727363	New	2013	18.83
890925	New	2014	16.17
3517914	Original	2016	45.55
1702283	Original	2014	86.98
611750	New	2013	26.39
868260	Original	2014	31.93
864952	New	2014	30.67
2109103	Original	2014	0
2042047	Original	2014	17
862227	Original	2014	52.16
3814816	New	2014	28.56
1641547	New	2014	31.72
1724548	Original	2014	24.05
2166201	New	2014	22.54
655233	Original	2013	4.17
649573	New	2013	14.30
1455786	New	2014	16.11
614739	New	2013	4.22
1574720	Original	2013	0
538786	New	2013	10.08
540705	Original	2013	29.48
2089017	New	2013	0.00
866750	Original	2013	52.97
612334	New	2013	29.71
1779498	New	2013	6.23
867625	Original	2014	46.08
921919	New	2014	21.19
544525	New	2013	74.88
1718577	Original	2014	19.32
879037	New	2013	18.93
1437195	Original	2013	38.98
861416	New	2013	4.46
656942	New	2013	12.01
862261	Original	2014	13.89
1938951	Original	2014	23.33
1558787	Original	2013	49.98
534672	Original	2013	27.89
544728	Original	2013	32.99
620467	New	2013	54.51
2041740	Original	2013	4
1669170	Original	2014	11.1
690053	Original	2013	15.47
540206	New	2013	14.65
3793730	New	2016	0.00
686549	Original	2013	12.11
266252	Original	2013	41.98
2103077	Original	2014	21.47
1640843	New	2013	15.70
663839	Original	2013	50.13
2105425	Original	2014	4
3576730	Original	2016	48.22
866759	Original	2014	36.99
646892	Original	2013	25.05
637535	Original	2013	0
1593403	Original	2014	25.79
1697098	New	2014	14.26
895031	Original	2014	59.26
1729585	Original	2014	5.84
1447159	New	2014	60.65
1781399	Original	2014	38.99
876125	New	2014	44.25
872579	New	2013	7.73
1946409	Original	2014	25.04
878075	Original	2013	36.66
878504	New	2014	6.54
867588	Original	2013	36.98
902147	New	2014	30.86
1480596	New	2013	11.61
1433651	New	2014	10.34
2082185	Original	2013	0
2100989	Original	2013	16.99
1477866	New	2013	35.39
858988	New	2013	49.12
1646652	Original	2014	17.84
664664	Original	2013	0
664023	New	2013	11.24
873582	New	2014	32.98
538667	Original	2013	4.06
534634	New	2013	35.82
655163	New	2013	20.67
1598487	Original	2014	7.34
544239	New	2013	38.09
896942	New	2014	35.23
1520267	New	2014	15.23
861394	Original	2013	30.71
642095	Original	2013	5.22
870597	New	2014	27.31
539806	New	2013	42.08
2001137	New	2014	24.02
1718346	Original	2014	42.5
879444	New	2014	59.49
583368	Original	2013	10.44
2104076	New	2013	4.65
2095360	Original	2013	19.44
655211	Original	2013	44.99
1699014	New	2014	16.01
2231275	New	2014	16.15
1785034	New	2014	26.12
662338	New	2013	5.17
641959	New	2013	19.68
2165917	Original	2013	13.1
1684283	Original	2014	30.73
673838	New	2013	20.22
1783238	Original	2013	26.99
1483407	New	2013	22.86
858235	Original	2013	17.75
3517998	New	2014	35.92
2141076	Original	2013	19.19
3462280	Original	2016	30.44
1441546	New	2013	165.26
201797	New	2014	6.44
2098003	New	2014	20.78
539307	New	2013	20.22
3763130	Original	2016	31.78
1827182	Original	2014	24.48
538658	Original	2013	20.83
1924572	Original	2014	29.95
690051	Original	2013	12.59
619971	New	2013	14.12
2094472	New	2014	16.53
864798	New	2014	37.30
870014	New	2014	4.68
2122932	New	2014	16.78
797472	New	2013	18.47
629086	New	2013	0.00
633690	Original	2013	29.66
3694500	Original	2016	6.99
684689	Original	2013	14.17
1523656	Original	2013	11.2
1558044	New	2014	16.56
1460570	New	2013	5.34
2046458	New	2013	19.36
1917393	Original	2014	17.98
861370	New	2013	54.12
1829044	New	2013	101.92
663284	New	2013	33.06
655230	New	2013	4.84
861333	Original	2013	73.45
546790	Original	2013	42.99
867386	New	2013	36.28
1781402	New	2013	20.65
1942283	Original	2013	20.37
535145	Original	2013	26.03
631285	New	2013	0.00
2089430	New	2014	15.17
3643555	Original	2014	0
877441	New	2014	177.79
1866827	New	2014	31.03
544506	Original	2013	51.99
2077839	Original	2014	6.78
647072	Original	2013	22.19
915803	Original	2014	8.85
1713602	Original	2014	19.61
635548	Original	2013	23.97
1766760	New	2014	0.00
904083	Original	2014	30.85
663252	Original	2013	23.72
892751	New	2014	36.70
861713	New	2013	20.87
858472	Original	2014	55.07
1488466	Original	2013	19.59
1598646	Original	2014	10.23
861744	Original	2013	15.03
538307	Original	2014	49.1
539539	New	2013	38.68
2098029	Original	2014	27.68
1716549	Original	2013	16.24
867076	New	2014	9.47
1766080	Original	2013	33.77
538335	New	2013	13.32
864656	Original	2013	44.56
1607194	Original	2014	18.99
903983	Original	2014	46.13
541429	Original	2013	38.79
1758790	Original	2013	19.97
611732	Original	2014	30.73
1461887	Original	2013	14.96
867200	New	2014	16.21
3513233	Original	2016	51.42
881557	Original	2015	33.98
797423	Original	2013	19.65
664726	New	2013	84.16
1479658	Original	2014	22.09
1452271	Original	2014	57.39
924260	Original	2014	43.99
1479459	New	2014	30.22
632007	Original	2013	26.08
1638209	New	2013	11.58
864696	New	2014	37.27
1890896	Original	2014	30.32
655046	Original	2013	26.74
545918	Original	2013	30.53
890872	Original	2014	11.67
611449	Original	2013	127.89
861428	Original	2014	6.94
673734	New	2013	21.10
2103083	Original	2014	19.88
546794	New	2013	25.79
906538	Original	2013	11.5
1453115	Original	2013	28.99
652367	New	2013	24.93
872935	New	2014	25.00
663137	Original	2013	52.41
902691	Original	2013	115.17
538892	Original	2013	14.18
874538	Original	2014	89.82
866313	New	2014	25.36
875162	New	2013	54.51
3509744	New	2013	4.21
537154	New	2013	59.28
2006352	Original	2014	4.97
858486	New	2015	0.00
2110928	Original	2014	18.49
2143205	Original	2014	30.78
1632872	New	2014	62.92
658081	Original	2013	53.99
1684393	Original	2014	16.73
2020590	New	2013	17.72
3739807	Original	2016	20.76
532175	Original	2013	23.98
544325	Original	2013	12.54
898920	Original	2014	16.53
1437060	Original	2013	13.53
1969755	Original	2014	7.97
861410	New	2013	13.48
535864	New	2013	15.01
2088324	Original	2014	14.01
651475	New	2013	8.47
893279	New	2014	14.07
1475624	Original	2013	16.89
624653	New	2013	0.00
1761883	New	2013	30.67
644460	Original	2013	10.48
3635052	Original	2016	34.94
2105774	Original	2014	15.53
1938561	New	2014	6.52
3513254	Original	2016	16.96
2102401	Original	2014	4.97
1483676	New	2014	29.15
610355	Original	2013	54.99
3711063	New	2016	47.90
1942716	New	2013	4.35
779013	New	2013	24.18
2108834	New	2014	11.54
2165708	New	2014	8.58
687921	New	2013	9.52
540748	New	2013	40.85
1517528	Original	2014	24.76
1908376	Original	2014	9.79
1936387	New	2014	24.86
266273	New	2013	12.50
858284	New	2014	10.62
664354	Original	2013	13.13
905112	New	2013	9.46
664637	New	2013	42.15
1936713	New	2014	29.38
1483412	New	2013	44.57
1760450	Original	2013	7
1768632	New	2014	39.62
561547	Original	2013	33.52
914854	Original	2013	5.42
1829100	Original	2013	84.98
612722	New	2013	4.69
673212	Original	2013	4
3805053	Original	2016	42.19
610626	Original	2014	0
867305	New	2014	31.45
538452	Original	2013	30.49
537156	New	2013	8.06
612650	New	2014	24.25
649551	Original	2013	0
890720	Original	2013	11.67
898738	New	2014	24.29
676257	New	2013	5.00
626641	Original	2013	36.94
664442	New	2013	35.78
686603	Original	2013	0
3635070	Original	2016	52.69
1918287	Original	2014	21.93
539928	New	2013	24.01
2098836	New	2013	24.24
864661	Original	2013	4
867479	Original	2013	4.74
1932590	Original	2014	22.62
612522	New	2013	36.30
1688794	Original	2014	7.66
867090	New	2014	17.57
3719696	New	2016	60.45
1932561	New	2014	16.20
1924964	Original	2013	12.02
1509277	New	2014	0.00
639710	Original	2013	41.43
612314	New	2013	0.00
1483855	Original	2014	21.49
1688229	New	2014	23.96
1446868	New	2014	43.28
655524	Original	2014	55.94
1930003	New	2013	66.15
687300	New	2013	18.61
1476612	Original	2013	15.65
687319	Original	2013	8.25
659727	Original	2013	20.72
2045203	Original	2013	13.52
655118	Original	2013	30.36
660866	Original	2013	38.88
539294	New	2014	33.84
3757383	Original	2014	80.58
1822702	New	2014	114.06
679124	Original	2013	7.48
861208	Original	2013	18.99
649510	Original	2013	34.61
544829	New	2013	28.25
1498135	New	2014	30.43
922945	Original	2014	100.52
914263	Original	2014	19.94
897275	New	2014	44.73
682547	New	2013	15.97
892757	New	2014	87.08
657928	Original	2013	0
610636	Original	2014	0
2170907	New	2013	11.95
689080	New	2013	11.84
797423	Original	2013	17.26
1870791	New	2013	16.47
544757	New	2013	36.65
1556589	New	2013	25.85
1943326	New	2014	32.19
612445	New	2013	38.48
913663	Original	2014	5.08
900584	New	2014	44.62
1517396	Original	2013	7.49
691149	New	2014	20.64
1946614	New	2014	0.00
2109026	Original	2013	15.26
3513261	Original	2016	43.99
625619	New	2013	4.91
1680092	Original	2013	40.94
871383	New	2014	26.97
1453530	New	2014	83.42
1780879	Original	2014	8.99
1999362	Original	2014	9.58
266236	New	2013	22.63
3623131	New	2014	28.98
2090873	Original	2014	18.19
2109107	New	2014	4.66
867806	Original	2014	28.79
684158	Original	2013	4.98
1535627	Original	2013	13.02
1626175	New	2014	30.72
916125	Original	2013	40.73
1780121	New	2014	24.37
664695	New	2013	33.33
894995	Original	2015	7.7
673767	Original	2013	21.56
2122696	Original	2014	14.02
1833804	Original	2014	11.02
546880	New	2013	25.60
1779606	Original	2014	18.35
1780851	New	2014	0.00
2096786	New	2014	10.88
2046809	New	2014	14.39
545041	New	2013	19.95
1516580	New	2013	65.35
912449	New	2014	0.00
609855	New	2013	19.12
869952	Original	2014	110.06
1494351	New	2013	25.33
2650843	Original	2014	21.26
1620745	New	2014	0.00
3490995	New	2016	39.05
868524	New	2014	152.13
2102409	Original	2014	6.7
1833140	Original	2014	16.89
545701	New	2013	24.58
655134	New	2013	12.21
535674	New	2013	76.02
1647680	Original	2013	6.94
657994	New	2013	21.67
646854	New	2013	16.93
651322	Original	2013	16.6
862002	Original	2014	6.73
1556719	Original	2014	0
551430	Original	2013	42.95
685919	New	2013	30.07
878104	Original	2014	118.87
1769126	New	2014	0.00
2050564	New	2013	20.60
612402	New	2013	0.00
1815001	Original	2014	6.48
876455	New	2013	108.42
535355	New	2013	4.83
2109156	Original	2014	17.78
881487	New	2013	42.18
2025759	Original	2014	29.33
3960549	Original	2013	9.87
1990173	Original	2013	34.79
664241	New	2013	0.00
864625	Original	2014	40
1769084	Original	2014	27.86
871847	New	2014	40.00
1990963	New	2014	14.17
2101580	New	2014	10.40
